maths,phy,chem,mech,bee,workshop,cgpa,sgpa
45,34,24,29,35,35,3.69,3.69
34,25,19,42,34,39,2.61,2.61
34,35,19,45,58,34,4.78,4.78
27,28,9,11,20,36,1.92,1.92
41,37,14,42,44,42,4.69,4.69
46,39,34,43,45,36,5.5,5.5
50,36,46,51,52,36,6.72,6.72
43,24,45,23,45,40,4.47,4.47
38,25,16,24,9,36,2.06,2.06
23,26,23,25,27,36,2.11,2.11
35,36,36,48,64,36,5.47,5.47
21,16,32,22,23,34,2.36,2.36
32,24,23,22,24,35,2.17,2.17
43,32,39,42,20,38,4.69,4.69
83,51,55,65,80,36,8.61,8.61
63,39,38,44,48,36,6.58,6.58
45,46,45,47,57,36,6.69,6.69
47,35,40,49,50,38,6.39,6.39
46,48,44,49,59,39,6.67,6.67
42,19,34,29,25,37,2.89,2.89
39,18,23,15,24,36,1.94,1.94
25,17,33,29,23,36,2.47,2.47
43,23,32,46,35,36,3.97,3.97
33,27,25,49,30,34,2.81,2.81
59,37,37,57,51,32,6.67,6.67
35,36,35,45,18,43,4.31,4.31
44,21,35,61,33,36,4.42,4.42
44,11,46,37,17,32,3.42,3.42
33,19,37,45,31,34,3.42,3.42
43,32,58,49,41,44,5.17,5.17
78,39,67,69,57,36,8.03,8.03
71,41,41,49,46,40,6.89,6.89
45,36,38,46,49,37,6.25,6.25
62,54,49,50,49,36,7.28,7.28
60,51,58,58,64,38,7.64,7.64
84,49,57,82,75,40,9.39,9.39
32,34,32,24,26,36,3.17,3.17
45,15,14,18,14,32,2.67,2.67
42,18,33,30,31,39,3.28,3.28
56,40,49,56,38,36,5.81,5.81
55,38,35,88,61,38,7.31,7.31
44,33,39,49,52,39,6.03,6.03
70,37,48,68,48,36,7,7
83,51,65,75,69,36,8.78,8.78
71,59,52,69,58,40,7.94,7.94
61,52,58,75,81,36,8.58,8.58
43,37,34,23,45,38,4.94,4.94
45,25,26,35,34,38,2.83,2.83
23,10,17,26,10,28,1.47,1.47
44,36,25,41,17,36,4.03,4.03
62,39,31,39,42,30,5.56,5.56
42,24,38,19,28,28,3.25,3.25
12,33,31,19,17,32,2.69,2.69
48,40,37,43,48,36,6.19,6.19
46,14,40,54,28,42,4.56,4.56
52,26,47,39,48,37,5.19,5.19
13,16,16,28,9,37,1.94,1.94
89,52,60,67,61,38,8.61,8.61
44,22,33,37,25,43,3.22,3.22
42,28,33,46,7,38,4.28,4.28
45,42,49,48,47,41,6.72,6.72
33,15,26,27,23,32,1.92,1.92
20,26,42,43,45,36,4.31,4.31
50,39,45,73,59,42,7.56,7.56
56,28,48,58,40,32,5.17,5.17
45,25,20,30,24,34,2.92,2.92
27,44,52,25,68,36,5.22,5.22
77,61,64,87,90,36,9.69,9.69
30,24,40,49,21,32,3.67,3.67
19,14,38,42,29,36,3.83,3.83
30,28,32,29,34,34,2.56,2.56
42,29,42,47,27,36,3.81,3.81
28,20,32,30,27,39,2.56,2.56
16,29,36,14,18,35,2.47,2.47
55,26,34,38,23,35,3.92,3.92
33,35,36,31,43,36,3.89,3.89
45,47,45,28,46,38,5.72,5.72
61,43,40,53,60,36,6.89,6.89
46,37,33,30,44,43,4.83,4.83
38,38,41,49,44,36,5.36,5.36
27,31,33,26,19,35,2.92,2.92
29,35,33,30,15,34,2.94,2.94
55,53,45,70,55,36,7.56,7.56
51,63,55,59,63,36,7.67,7.67
49,36,47,49,54,36,6.25,6.25
32,36,21,46,49,30,4.25,4.25
69,38,56,54,51,40,7.36,7.36
69,55,39,50,46,37,6.86,6.86
57,34,37,18,33,31,4.33,4.33
29,17,16,23,28,37,2.06,2.06
46,49,50,62,46,36,6.94,6.94
27,19,23,41,15,36,2.53,2.53
83,55,61,65,80,36,9.11,9.11
46,43,48,46,56,34,6.42,6.42
69,46,52,75,57,38,7.78,7.78
42,21,13,15,28,30,2.53,2.53
35,25,38,45,19,34,3.69,3.69
33,37,42,43,48,40,5.22,5.22
44,33,36,44,20,36,4.67,4.67
45,22,17,28,22,36,3,3
32,24,24,19,14,36,2,2
60,43,49,60,51,37,7.42,7.42
51,32,46,49,51,36,6.25,6.25
46,42,34,14,24,36,4.19,4.19
31,32,26,29,25,36,2.61,2.61
45,25,36,45,47,38,5.11,5.11
29,6,24,7,10,30,1.78,1.78
15,23,34,14,20,36,2.67,2.67
69,40,40,60,49,40,7.22,7.22
27,21,19,38,20,36,2.08,2.08
35,40,39,49,18,38,4.67,4.67
34,32,48,28,28,40,3.33,3.33
38,25,32,34,46,36,3.47,3.47
58,37,44,57,58,35,6.83,6.83
41,56,49,45,44,34,6.28,6.28
66,48,44,78,79,36,8.17,8.17
35,33,39,30,24,36,3.39,3.39
33,36,45,22,17,35,3.53,3.53
14,9,17,15,21,39,2.03,2.03
34,25,35,19,30,39,2.83,2.83
32,39,44,71,68,36,6.11,6.11
44,23,39,25,30,34,3.33,3.33
34,31,45,43,21,34,4.08,4.08
45,36,42,44,35,38,5.19,5.19
56,41,48,48,59,36,6.83,6.83
35,22,24,20,18,36,2.11,2.11
28,30,32,24,42,40,3.14,3.14
46,35,39,44,44,38,5.58,5.58
56,38,52,46,49,36,6.47,6.47
47,36,51,32,31,36,4.42,4.42
36,46,41,43,29,39,4.39,4.39
60,52,51,48,48,39,7.11,7.11
56,15,32,23,22,38,3.89,3.89
46,35,36,44,17,39,4.92,4.92
25,13,18,23,11,36,2.08,2.08
49,45,52,48,43,37,6.39,6.39
29,9,17,23,19,40,1.97,1.97
43,24,53,35,22,36,4.03,4.03
43,43,35,47,44,36,5.61,5.61
23,35,31,22,6,36,3.06,3.06
73,59,40,58,57,36,7.39,7.39
50,35,42,50,39,33,6.22,6.22
42,26,46,55,43,37,5.28,5.28
40,19,23,18,29,39,2.72,2.72
49,60,65,48,57,39,7.31,7.31
21,38,39,48,16,42,4.39,4.39
46,48,44,33,47,43,5.5,5.5
54,43,66,45,49,37,6.83,6.83
56,35,58,32,53,38,6.28,6.28
25,18,21,17,44,40,2.78,2.78
43,37,49,39,21,32,4.17,4.17
37,39,38,55,34,36,4.78,4.78
65,48,62,67,53,37,7.67,7.67
48,39,42,70,70,37,7.44,7.44
46,23,9,39,33,30,2.97,2.97
42,19,21,35,22,36,2.58,2.58
44,22,17,34,22,24,2.47,2.47
45,17,32,42,12,26,3.81,3.81
58,44,40,51,58,43,7.06,7.06
71,57,53,68,62,42,8.06,8.06
71,57,53,68,62,42,8.06,8.06
38,20,42,20,24,34,2.69,2.69
36,18,33,48,33,38,3.56,3.56
34,51,49,49,46,36,5.89,5.89
35,37,31,50,49,40,5.28,5.28
32,34,32,30,51,38,4.36,4.36
43,43,39,61,49,36,6.33,6.33
30,32,33,48,48,38,4.89,4.89
69,54,52,53,55,37,7.44,7.44
37,32,34,59,50,32,5.69,5.69
76,53,54,63,61,36,8.28,8.28
41,22,19,46,31,36,3.53,3.53
21,8,8,13,16,36,2.06,2.06
46,34,43,49,50,32,6.11,6.11
58,40,40,61,72,32,7.33,7.33
72,54,65,63,79,40,8.78,8.78
43,47,49,33,48,43,5.5,5.5
25,32,34,29,43,43,3.97,3.97
40,31,30,29,18,45,3.61,3.61
90,46,57,82,58,40,8.78,8.78
53,35,32,35,21,45,4.44,4.44
49,37,45,54,43,41,6.67,6.67
60,38,40,52,50,38,7.11,7.11
73,52,52,73,71,43,8.22,8.22
50,36,36,30,43,45,5.11,5.11
52,29,31,31,27,33,3.78,3.78
38,30,40,43,62,32,5.97,5.97
81,69,55,82,67,44,9.28,9.28
41,35,50,48,47,37,5.56,5.56
33,31,31,19,44,29,2.44,2.44
16,22,9,9,21,29,1.33,1.33
38,23,31,38,29,31,2.56,2.56
84,62,64,84,62,42,9.39,9.39
26,16,22,21,12,37,1.81,1.81
50,47,34,48,54,43,6.83,6.83
57,45,48,44,57,38,6.81,6.81
35,31,50,50,44,32,5.42,5.42
49,37,35,33,32,33,3.86,3.86
52,38,47,33,26,36,4.94,4.94
49,39,36,70,49,35,6.89,6.89
43,28,30,36,49,37,3.83,3.83
46,6,23,25,10,35,2.78,2.78
32,36,33,47,25,33,4.28,4.28
47,31,50,49,33,35,5.39,5.39
50,22,33,43,44,36,5.06,5.06
23,23,41,37,28,47,2.89,2.89
74,49,59,68,46,35,7.53,7.53
86,63,48,68,74,36,8.72,8.72
31,23,33,43,11,37,3.36,3.36
52,30,33,47,30,30,4.67,4.67
24,20,30,39,18,35,2.03,2.03
58,54,58,56,69,44,7.83,7.83
53,38,33,35,32,32,4.44,4.44
73,51,62,62,60,33,8.08,8.08
61,30,32,31,18,44,4.31,4.31
18,5,18,13,17,31,1.78,1.78
55,42,53,74,66,39,7.22,7.22
64,48,49,86,49,35,7.89,7.89
70,40,38,58,58,44,7.22,7.22
36,33,50,58,52,31,5.61,5.61
40,35,30,31,38,33,3.31,3.31
65,43,43,76,78,34,8.06,8.06
63,48,36,64,32,35,6.33,6.33
3,9,14,15,14,34,1.5,1.5
43,23,34,26,36,45,3.17,3.17
50,28,45,55,47,34,5.83,5.83
31,27,33,49,29,32,3.22,3.22
51,32,36,57,49,45,6.19,6.19
72,58,49,90,71,45,8.83,8.83
25,22,24,23,20,45,2.33,2.33
24,22,26,14,12,43,2.31,2.31
47,47,42,33,29,43,4.83,4.83
80,47,61,80,56,47,9,9
45,34,33,24,25,41,4.31,4.31
46,23,35,43,33,40,4.33,4.33
56,42,47,58,50,46,6.56,6.56
62,42,38,46,51,42,6.94,6.94
55,24,23,42,22,42,4.17,4.17
62,38,39,61,51,37,7.19,7.19
64,44,50,53,50,46,6.92,6.92
73,63,53,60,53,34,8.08,8.08
26,36,34,41,44,32,4.14,4.14
29,21,37,42,28,39,3.58,3.58
48,12,21,48,45,33,4.78,4.78
32,13,30,31,10,36,2.67,2.67
48,31,32,55,48,37,6.06,6.06
50,30,36,40,33,36,4.36,4.36
77,36,35,64,39,36,6.22,6.22
6,28,6,16,8,29,1.28,1.28
45,31,25,47,33,38,4.56,4.56
47,35,21,50,26,38,4.5,4.5
16,4,3,7,6,33,1.53,1.53
63,26,42,49,47,36,6.17,6.17
23,6,17,29,12,34,2.33,2.33
21,12,24,34,21,45,2.36,2.36
27,16,5,31,12,34,1.78,1.78
54,31,33,58,47,43,6.33,6.33
68,45,54,73,45,43,7.58,7.58
53,16,11,31,40,34,3.42,3.42
45,43,42,36,28,39,4.17,4.17
31,27,29,51,45,42,4.25,4.25
48,30,37,36,43,39,4.72,4.72
21,12,17,17,23,33,1.5,1.5
79,52,61,85,76,43,9.19,9.19
30,34,38,44,24,45,4.56,4.56
53,36,50,49,47,37,6.39,6.39
35,33,36,48,30,36,3.81,3.81
60,49,56,63,60,44,7.81,7.81
48,34,48,46,53,45,6.78,6.78
49,43,24,58,74,38,6.5,6.5
53,30,46,45,33,31,5.08,5.08
47,38,45,57,43,36,6.39,6.39
63,44,51,84,55,45,8.06,8.06
26,28,31,24,59,31,3.31,3.31
7,7,6,18,5,33,1.94,1.94
59,57,55,58,54,43,7.67,7.67
57,34,44,56,39,44,5.92,5.92
29,9,35,22,8,38,2.67,2.67
32,17,19,23,20,39,2.17,2.17
52,47,56,54,49,39,7.06,7.06
41,12,24,43,15,46,3.64,3.64
47,32,35,53,49,37,5.78,5.78
56,38,50,52,57,34,6.97,6.97
56,22,32,45,51,40,6,6
69,52,45,72,36,40,6.53,6.53
35,35,41,29,33,45,2.81,2.81
59,35,38,45,27,35,5.44,5.44
67,44,46,64,73,39,7.72,7.72
77,51,56,73,70,40,8.44,8.44
30,38,48,48,55,40,5.72,5.72
37,43,43,34,35,39,3.75,3.75
85,55,48,72,72,36,8.53,8.53
91,56,45,86,51,43,8.72,8.72
50,34,39,51,48,33,6.58,6.58
22,8,16,14,11,34,2.44,2.44
49,37,32,34,19,33,4,4
66,49,46,66,50,45,7.61,7.61
51,26,31,24,16,44,3.64,3.64
65,53,47,68,55,34,7.47,7.47
65,45,55,73,60,37,7.81,7.81
49,33,31,42,45,43,5.58,5.58
34,32,35,26,23,39,3.56,3.56
56,38,50,56,66,41,7.39,7.39
63,45,51,78,54,45,8,8
11,7,30,13,5,36,2.61,2.61
25,31,40,31,18,37,3.17,3.17
75,36,46,74,69,46,8.11,8.11
69,52,51,83,59,38,7.94,7.94
37,27,18,14,25,36,1.64,1.64
62,36,47,54,65,38,7.39,7.39
69,43,51,58,73,36,7.47,7.47
41,13,31,43,45,31,4.56,4.56
52,49,46,58,61,32,7.06,7.06
6,19,18,18,8,35,2.03,2.03
50,23,36,46,40,45,4.94,4.94
59,19,31,32,52,34,4.83,4.83
74,46,45,50,54,42,7.58,7.58
31,18,40,34,40,32,3.94,3.94
26,24,40,44,23,45,3.75,3.75
43,21,31,36,33,37,3.42,3.42
52,31,39,57,42,37,6.17,6.17
37,30,45,40,44,30,5.25,5.25
61,47,69,75,64,34,8.28,8.28
59,51,41,59,65,46,7.08,7.08
55,32,42,47,48,38,6.47,6.47
26,21,30,34,31,40,2.94,2.94
72,56,42,60,53,35,7.72,7.72
63,46,47,45,45,33,6.56,6.56
49,43,32,66,18,37,5.44,5.44
74,34,33,80,57,40,7.78,7.78
50,33,34,47,38,39,5.44,5.44
74,51,59,77,75,34,8.64,8.64
33,35,37,26,24,32,3.19,3.19
78,43,60,62,64,33,8.11,8.11
37,39,44,35,48,32,4.47,4.47
48,38,35,53,38,43,5.42,5.42
38,20,33,45,35,33,3,3
56,32,32,50,54,40,6.28,6.28
55,35,40,43,58,39,6.11,6.11
33,30,30,37,27,43,3.47,3.47
42,20,37,41,14,40,3.83,3.83
6,1,3,4,2,30,2.14,2.14
52,48,55,61,59,40,7.61,7.61
69,55,53,58,68,42,7.89,7.89
23,15,46,15,23,41,3.25,3.25
38,19,46,23,40,41,3.83,3.83
48,30,40,41,33,42,5.92,5.92
44,15,26,40,24,43,3.83,3.83
29,33,41,38,18,36,3.06,3.06
9,11,32,16,18,35,2.58,2.58
5,0,14,5,9,42,2.06,2.06
37,3,12,15,5,44,2.17,2.17
52,34,38,34,28,42,4.14,4.14
47,37,28,43,45,41,5.67,5.67
51,35,33,49,31,40,5.39,5.39
33,18,17,36,24,40,2.56,2.56
47,40,43,74,76,42,7.75,7.75
40,33,44,24,15,33,3.97,3.97
54,50,45,55,46,42,7.14,7.14
29,20,30,24,41,40,3.17,3.17
46,37,46,47,33,41,5.58,5.58
43,52,54,40,47,38,6.44,6.44
66,33,32,43,47,37,6.11,6.11
47,52,47,44,48,44,6.53,6.53
44,30,33,44,40,38,5.33,5.33
52,26,37,57,41,41,5.78,5.78
41,45,47,45,44,42,6.33,6.33
55,36,47,41,40,41,6.33,6.33
23,30,33,40,40,37,4,4
41,32,43,50,42,41,6.06,6.06
26,19,42,38,24,38,3.14,3.14
48,35,46,55,69,42,6.89,6.89
52,64,51,69,62,41,8,8
42,34,35,19,29,40,3.75,3.75
24,10,30,21,12,37,2.64,2.64
43,32,36,54,41,41,5.86,5.86
31,23,21,28,26,42,2.28,2.28
59,50,53,59,60,38,7.44,7.44
80,41,14,11,13,41,4.97,4.97
64,49,67,60,65,43,8.06,8.06
79,37,63,58,58,43,7.94,7.94
63,60,58,77,75,39,8.53,8.53
65,39,64,59,64,40,7.83,7.83
55,54,53,64,59,41,7.58,7.58
88,67,61,76,75,42,9.67,9.67
56,38,67,72,82,43,8.56,8.56
50,60,62,73,53,42,8.33,8.33
56,45,46,61,44,29,6.81,6.81
71,50,57,80,53,43,8.56,8.56
84,56,61,86,85,41,9.78,9.78
41,32,49,40,37,39,4.56,4.56
42,20,34,53,28,30,4.42,4.42
56,50,50,49,62,41,6.72,6.72
95,50,55,53,52,41,8.11,8.11
60,59,61,65,61,42,8.39,8.39
93,64,64,76,78,43,9.67,9.67
25,37,40,65,44,39,5.67,5.67
52,33,44,59,52,43,6.86,6.86
61,41,40,52,47,43,7.06,7.06
71,42,57,73,65,36,8.08,8.08
56,58,53,66,68,42,8,8
45,37,43,40,57,40,6.42,6.42
49,46,57,41,53,42,7,7
28,30,32,42,48,41,4.06,4.06
54,40,36,29,43,41,4.89,4.89
90,63,56,74,83,41,9.36,9.36
45,35,46,47,40,41,6.33,6.33
61,48,64,75,46,42,8.17,8.17
50,46,42,44,35,41,5.86,5.86
76,39,51,22,48,35,6.25,6.25
50,22,36,55,37,38,4.92,4.92
54,43,57,42,57,44,7.08,7.08
57,54,65,56,77,41,8.28,8.28
49,66,59,68,63,40,7.94,7.94
82,51,62,81,65,42,9.17,9.17
49,34,40,44,45,45,6.33,6.33
82,59,65,57,75,42,8.92,8.92
51,40,53,82,64,41,8.11,8.11
71,51,40,50,66,43,7.69,7.69
60,41,54,74,78,43,8.22,8.22
53,36,46,61,46,39,7,7
22,48,46,44,45,40,5.83,5.83
78,61,62,90,86,41,9.83,9.83
60,38,67,69,60,42,8.06,8.06
52,43,52,74,45,41,7.39,7.39
33,34,33,27,42,40,4.11,4.11
73,47,56,51,74,42,8.03,8.03
78,56,59,72,69,43,8.67,8.67
59,54,59,79,70,43,8.5,8.5
79,48,57,72,84,39,9,9
72,69,55,74,63,46,8.61,8.61
39,9,21,22,20,39,2.36,2.36
82,73,71,70,90,40,9.67,9.67
54,63,56,81,61,43,8.61,8.61
79,58,59,54,50,37,8.08,8.08
62,49,51,57,44,42,6.97,6.97
49,51,56,54,50,41,7.11,7.11
66,60,61,73,71,44,8.83,8.83
60,41,44,26,41,43,5.78,5.78
64,64,52,74,85,41,8.83,8.83
63,43,44,42,43,41,5.86,5.86
38,23,45,43,46,40,5,5
46,38,45,57,61,43,7.17,7.17
52,44,55,39,47,39,6.69,6.69
50,49,40,41,31,43,5.11,5.11
67,38,51,62,54,43,7.56,7.56
66,46,51,62,67,43,7.78,7.78
48,9,16,18,10,40,2.25,2.25
59,43,54,48,34,42,6.03,6.03
40,21,46,75,28,42,5.47,5.47
53,56,58,81,46,44,8.17,8.17
58,46,55,57,70,40,7.61,7.61
66,49,62,71,56,40,8.06,8.06
35,37,56,64,36,42,5.39,5.39
21,32,53,25,16,40,3.83,3.83
52,47,45,65,52,38,7.28,7.28
33,41,59,71,45,37,6.31,6.31
30,15,28,58,47,43,4.5,4.5
40,18,35,19,21,41,3.64,3.64
46,40,40,42,42,42,6.28,6.28
50,65,50,73,70,43,8.33,8.33
57,52,46,55,57,44,7.28,7.28
41,47,57,58,66,45,7.39,7.39
60,48,61,74,58,40,8.06,8.06
79,51,63,65,74,42,8.61,8.61
86,56,58,62,48,40,8.22,8.22
59,43,65,58,66,41,7.72,7.72
51,45,40,59,35,44,6.17,6.17
58,48,51,63,67,40,7.67,7.67
25,18,36,42,16,34,2.78,2.78
37,8,44,32,14,42,3,3
59,53,52,46,65,42,7.44,7.44
68,57,49,50,25,40,6.61,6.61
60,49,58,66,65,43,8.06,8.06
71,58,56,52,73,42,8.33,8.33
60,34,45,60,57,42,7.28,7.28
35,39,49,49,68,42,6.17,6.17
47,42,47,65,59,40,7.03,7.03
82,66,47,63,73,43,8.83,8.83
86,41,64,79,59,41,8.67,8.67
47,23,41,39,61,39,5.17,5.17
45,37,46,52,34,38,5.64,5.64
61,57,68,74,75,45,8.89,8.89
73,55,64,79,74,40,8.75,8.75
54,56,70,68,76,43,8.44,8.44
22,23,44,20,20,41,3.08,3.08
70,48,38,90,88,43,8.86,8.86
49,29,30,59,27,35,4.67,4.67
77,57,50,76,65,42,8.72,8.72
26,38,39,35,34,40,3.89,3.89
21,30,36,37,41,43,4.06,4.06
46,46,58,84,28,42,6.94,6.94
59,34,42,42,46,34,6.22,6.22
85,50,65,73,61,42,8.83,8.83
87,69,61,66,76,41,9.28,9.28
47,34,28,60,29,35,4.89,4.89
52,40,36,45,63,39,6.67,6.67
79,52,56,50,44,39,7.53,7.53
51,37,38,27,44,42,5.42,5.42
48,28,42,54,64,41,6.14,6.14
45,38,45,47,20,44,5.61,5.61
40,42,41,28,29,39,4.44,4.44
45,36,44,34,41,42,4.69,4.69
26,34,39,40,29,42,3.75,3.75
42,31,26,37,40,43,4.25,4.25
31,34,43,47,29,40,4.72,4.72
45,36,40,40,45,43,6.28,6.28
2,8,5,4,3,31,2.08,2.08
64,44,54,65,41,40,7.19,7.19
54,30,33,26,13,42,4.44,4.44
71,53,51,63,82,41,8.58,8.58
29,22,30,26,51,41,3.92,3.92
32,20,39,44,43,33,3.58,3.58
45,39,42,36,23,39,4.72,4.72
63,35,37,49,51,39,5.94,5.94
48,29,51,33,42,38,4.67,4.67
87,44,65,38,63,40,8,8
23,33,34,41,27,43,4.17,4.17
45,32,47,41,52,37,6.08,6.08
73,54,53,64,77,42,8.47,8.47
42,51,58,43,49,42,6.53,6.53
87,45,45,46,52,42,7.83,7.83
48,46,63,63,46,43,7.36,7.36
33,28,41,40,40,41,4.67,4.67
53,58,65,62,60,42,8.22,8.22
24,35,25,50,31,40,4.11,4.11
79,69,59,61,88,44,9.22,9.22
40,38,34,40,51,39,6.19,6.19
37,41,49,18,20,43,4.14,4.14
53,38,43,52,48,39,6.89,6.89
19,4,30,19,14,41,2.39,2.39
48,56,48,59,63,34,7.28,7.28
56,55,59,52,67,43,7.81,7.81
48,32,39,17,22,37,4.36,4.36
32,39,37,56,35,38,4.89,4.89
51,39,44,66,43,42,6.81,6.81
64,42,38,43,39,41,6.56,6.56
54,43,47,48,41,41,6.39,6.39
51,46,52,70,55,39,7.56,7.56
55,35,47,66,50,36,6.72,6.72
12,11,22,10,1,39,2.06,2.06
48,33,59,57,53,41,7,7
54,37,56,46,61,42,7.19,7.19
42,33,46,27,43,39,5.19,5.19
63,41,61,45,58,38,7.5,7.5
54,48,59,52,56,41,7.5,7.5
46,45,40,64,40,43,6.83,6.83
43,20,30,34,25,40,3.33,3.33
45,45,42,42,31,42,5.64,5.64
45,42,49,52,48,42,6.86,6.86
71,53,53,57,32,42,6.83,6.83
51,40,55,61,55,41,7.47,7.47
66,65,69,72,79,44,8.97,8.97
73,54,57,85,61,41,8.83,8.83
48,35,38,43,32,43,5.31,5.31
75,64,59,80,82,41,9.72,9.72
52,56,58,53,66,44,7.81,7.81
12,27,19,13,25,40,2.22,2.22
59,36,51,58,51,39,7.06,7.06
42,36,43,40,19,38,4.94,4.94
82,64,61,61,64,43,9,9
73,53,50,30,48,40,6.58,6.58
26,6,27,10,7,37,2.03,2.03
27,11,30,19,25,41,2.83,2.83
33,15,32,22,21,41,2.97,2.97
49,42,32,56,41,39,6.39,6.39
43,38,51,32,77,42,6.33,6.33
62,37,53,43,48,43,6.61,6.61
37,33,43,50,44,41,5.39,5.39
26,23,34,35,17,43,2.42,2.42
47,40,45,50,54,40,6.92,6.92
43,56,41,46,47,42,6.61,6.61
53,28,29,23,44,42,4.25,4.25
45,35,42,39,24,42,4.14,4.14
38,31,34,20,14,35,3.31,3.31
61,52,58,57,25,41,6.64,6.64
44,33,52,37,57,40,5.36,5.36
56,49,50,44,53,42,6.89,6.89
42,44,51,21,42,41,5.42,5.42
31,28,31,22,43,39,3.56,3.56
69,45,52,29,28,43,5.39,5.39
41,31,44,44,25,42,4.03,4.03
58,67,60,58,51,41,7.94,7.94
48,22,51,47,44,39,5.75,5.75
45,46,45,68,80,44,8,8
33,27,44,26,33,41,3.33,3.33
44,22,39,57,34,43,4.89,4.89
50,53,51,64,51,43,7.61,7.61
45,34,34,55,54,42,6.56,6.56
78,47,62,66,61,41,8.44,8.44
8,1,13,2,6,38,2.19,2.19
37,30,34,17,39,35,2.86,2.86
58,35,60,57,60,40,7.56,7.56
13,11,15,11,7,41,2.47,2.47
83,51,60,73,80,39,9.28,9.28
29,31,51,31,29,40,3.86,3.86
72,46,59,71,75,42,8.72,8.72
25,33,52,51,63,42,6.17,6.17
83,63,58,70,69,41,8.94,8.94
43,21,40,48,30,42,4.72,4.72
25,11,24,18,24,40,2.36,2.36
55,39,34,48,60,42,6.56,6.56
22,13,14,15,12,44,2.36,2.36
62,52,38,57,67,42,7.53,7.53
44,38,37,55,58,42,6.44,6.44
62,42,44,49,33,38,5.89,5.89
36,59,50,73,73,43,7.22,7.22
72,57,52,90,74,42,8.89,8.89
64,56,69,49,78,33,8.06,8.06
80,50,65,73,84,44,9.25,9.25
79,52,67,46,50,40,8,8
47,45,57,65,42,40,7.08,7.08
43,36,38,57,64,43,6.83,6.83
71,60,54,81,83,41,9.44,9.44
42,40,47,38,51,39,6.31,6.31
51,32,40,50,46,39,6.31,6.31
82,56,59,55,50,44,8.33,8.33
79,51,57,69,75,39,8.61,8.61
24,22,48,28,18,39,3.11,3.11
58,41,37,66,48,38,6.75,6.75
44,47,43,51,50,43,6.89,6.89
46,40,54,42,28,42,5.72,5.72
69,48,61,60,66,42,8.17,8.17
79,57,57,78,65,41,8.94,8.94
92,57,62,76,64,40,9.22,9.22
55,40,56,58,57,40,7.33,7.33
68,38,51,82,56,43,7.94,7.94
57,32,36,54,57,40,6.67,6.67
20,31,35,54,33,41,4.72,4.72
41,42,57,43,42,42,6.31,6.31
66,68,66,72,78,42,9,9
56,38,56,52,48,43,7.06,7.06
46,38,56,51,32,41,6.11,6.11
71,38,45,61,53,43,7.67,7.67
60,34,39,23,27,42,5.06,5.06
60,15,52,65,56,44,6.58,6.58
59,44,59,43,52,38,6.94,6.94
40,29,35,31,40,31,3.56,3.56
45,38,44,43,49,39,6.44,6.44
28,45,52,53,63,40,6.5,6.5
58,54,43,71,71,42,7.89,7.89
46,27,31,45,58,40,5.14,5.14
18,27,15,24,13,43,2.58,2.58
34,43,30,48,58,42,5.03,5.03
65,41,55,41,42,43,6.75,6.75
71,54,64,57,67,43,8.25,8.25
40,48,39,51,41,39,5.5,5.5
56,45,45,66,63,42,7.5,7.5
63,63,66,86,63,41,8.92,8.92
85,46,60,73,79,39,9.11,9.11
45,31,32,42,47,41,5.61,5.61
36,46,38,57,25,39,5,5
35,36,46,47,48,41,5.67,5.67
48,35,40,45,49,42,6.39,6.39
73,31,45,54,55,35,7,7
80,50,50,65,58,41,8.17,8.17
62,34,31,66,46,42,6.72,6.72
37,16,27,19,2,32,1.81,1.81
41,30,23,35,27,40,3.22,3.22
42,30,30,47,52,29,4.33,4.33
27,23,32,35,42,44,3.67,3.67
76,67,66,59,78,41,9,9
60,40,46,57,57,40,7.22,7.22
48,38,45,44,47,40,6.53,6.53
61,36,46,72,70,40,7.78,7.78
43,22,50,52,50,42,6.03,6.03
56,50,50,30,67,43,6.44,6.44
44,6,34,45,45,41,4.61,4.61
86,57,55,68,68,39,8.61,8.61
74,53,58,76,69,41,8.67,8.67
58,53,61,66,47,42,7.72,7.72
53,43,48,63,68,44,7.33,7.33
73,52,62,82,81,44,9.33,9.33
33,19,23,34,26,44,2.61,2.61
55,56,58,61,45,38,7.5,7.5
64,43,53,67,32,39,6.25,6.25
55,57,64,74,49,41,8,8
64,57,58,77,76,42,8.94,8.94
57,37,50,42,40,40,6.14,6.14
55,35,39,47,31,39,5.67,5.67
75,54,65,78,61,42,8.89,8.89
36,35,49,40,46,41,4.78,4.78
42,39,53,67,51,41,7.14,7.14
22,17,33,20,4,40,2.83,2.83
42,33,48,45,38,38,6.28,6.28
54,48,58,66,79,41,8.22,8.22
85,42,49,82,71,42,8.86,8.86
40,30,30,26,26,42,3.94,3.94
31,27,23,13,14,36,2.14,2.14
65,45,56,62,52,42,7.75,7.75
68,49,59,76,64,42,8.39,8.39
81,47,44,64,78,39,8.42,8.42
23,17,30,28,41,39,3.03,3.03
48,53,60,70,51,40,7.89,7.89
63,56,56,64,51,41,7.72,7.72
66,53,59,69,51,43,7.94,7.94
59,35,55,74,55,42,7.5,7.5
21,50,58,13,50,37,5.19,5.19
94,48,55,82,60,40,8.94,8.94
16,12,19,20,22,40,2.47,2.47
41,37,39,57,43,34,6.19,6.19
22,17,52,27,21,39,3.25,3.25
40,18,28,41,26,41,3.72,3.72
